,Order Date,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,period,dollar,euro,yuan,Person
4230,2017-07-05,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,11.393999999999998,9,0.8,-17.6607,2017Q3,1.0,0.851586634904452,6.6708425430062315,Kelly Williams
4231,2017-07-05,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,15.552000000000003,3,0.2,5.6376,2017Q3,1.0,0.851586634904452,6.6708425430062315,Kelly Williams
4232,2017-07-05,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,31.104000000000006,6,0.2,11.2752,2017Q3,1.0,0.851586634904452,6.6708425430062315,Kelly Williams
4233,2017-07-05,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.315999999999998,1,0.8,-10.421400000000002,2017Q3,1.0,0.851586634904452,6.6708425430062315,Kelly Williams
4234,2014-09-21,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,11.352000000000002,3,0.2,4.1151,2014Q3,1.0,0.7547542679840827,6.165513471970506,Chuck Magee
4235,2014-09-21,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,20.808000000000003,9,0.2,7.0226999999999995,2014Q3,1.0,0.7547542679840827,6.165513471970506,Chuck Magee
4236,2016-07-23,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,11.415999999999997,4,0.8,-18.836400000000005,2016Q3,1.0,0.895610625275113,6.665797106273357,Kelly Williams
4237,2017-08-29,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,9.408000000000001,7,0.2,0.7056000000000004,2017Q3,1.0,0.851586634904452,6.6708425430062315,Chuck Magee
4238,2017-03-26,United States,Seattle,Washington,98105,West,Office Supplies,Art,19.83,1,0.0,5.948999999999998,2017Q1,1.0,0.9392337106997731,6.8889940421963685,Anna Andreadi
4239,2017-12-29,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,209.7,2,0.0,100.65599999999999,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
4240,2014-09-20,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,43.92,4,0.0,11.858400000000003,2014Q3,1.0,0.7547542679840827,6.165513471970506,Anna Andreadi
4241,2014-09-20,United States,Los Angeles,California,90004,West,Office Supplies,Binders,20.232,3,0.2,6.575399999999998,2014Q3,1.0,0.7547542679840827,6.165513471970506,Anna Andreadi
4242,2016-04-04,United States,Springfield,Virginia,22153,South,Technology,Phones,149.97,3,0.0,5.9987999999999815,2016Q2,1.0,0.885644638309327,6.534701323497689,Cassandra Brandow
4243,2016-04-04,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,27.81,3,0.0,13.070699999999999,2016Q2,1.0,0.885644638309327,6.534701323497689,Cassandra Brandow
4244,2014-03-26,United States,Los Angeles,California,90036,West,Technology,Accessories,66.30000000000001,3,0.0,8.619000000000003,2014Q1,1.0,0.7301742116794772,6.101728844531366,Anna Andreadi
4245,2017-11-28,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,1.64,1,0.0,0.7379999999999999,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
4246,2017-11-28,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,1049.2,5,0.0,272.79200000000003,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
4247,2017-11-28,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,20.9,5,0.0,7.523999999999999,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
4248,2016-12-01,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,88.08,6,0.0,40.516799999999996,2016Q4,1.0,0.9273171427037991,6.831932034239802,Chuck Magee
4249,2016-12-01,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,751.92,4,0.0,150.38400000000001,2016Q4,1.0,0.9273171427037991,6.831932034239802,Chuck Magee
4250,2014-09-19,United States,New York City,New York,10011,East,Furniture,Chairs,887.103,7,0.1,177.42059999999998,2014Q3,1.0,0.7547542679840827,6.165513471970506,Chuck Magee
4251,2015-10-23,United States,Lakeland,Florida,33801,South,Technology,Phones,55.944,7,0.2,-13.286700000000002,2015Q4,1.0,0.9134754052931862,6.39178984110409,Cassandra Brandow
4252,2015-10-23,United States,Lakeland,Florida,33801,South,Office Supplies,Art,10.688,2,0.2,2.271199999999999,2015Q4,1.0,0.9134754052931862,6.39178984110409,Cassandra Brandow
4253,2015-10-23,United States,Lakeland,Florida,33801,South,Technology,Phones,11.824,2,0.2,1.0346000000000006,2015Q4,1.0,0.9134754052931862,6.39178984110409,Cassandra Brandow
4254,2017-10-13,United States,Freeport,Illinois,61032,Central,Office Supplies,Paper,63.312,3,0.2,20.576399999999996,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
4255,2017-10-13,United States,Freeport,Illinois,61032,Central,Office Supplies,Binders,96.78399999999998,4,0.8,-145.17600000000002,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
4256,2017-10-13,United States,Freeport,Illinois,61032,Central,Furniture,Furnishings,10.476,3,0.6,-6.809400000000004,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
4257,2015-09-04,United States,Medford,Oregon,97504,West,Office Supplies,Binders,9.762,2,0.7,-6.833400000000001,2015Q3,1.0,0.8997335601734171,6.303511687777753,Anna Andreadi
4258,2016-03-14,United States,Seattle,Washington,98103,West,Furniture,Chairs,196.784,2,0.2,-22.138200000000012,2016Q1,1.0,0.9076488442800359,6.543105970193733,Anna Andreadi
4259,2017-10-28,United States,New York City,New York,10035,East,Office Supplies,Envelopes,47.98,2,0.0,23.99,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
4260,2017-10-15,United States,Fairfield,Connecticut,6824,East,Office Supplies,Labels,13.049999999999999,5,0.0,6.002999999999999,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
4261,2017-08-07,United States,Moorhead,Minnesota,56560,Central,Technology,Accessories,63.96,4,0.0,19.827599999999997,2017Q3,1.0,0.851586634904452,6.6708425430062315,Kelly Williams
4262,2017-09-21,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,80.48,1,0.0,24.144,2017Q3,1.0,0.851586634904452,6.6708425430062315,Cassandra Brandow
4263,2017-11-03,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,11.673000000000002,3,0.7,-7.782,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
4264,2016-11-05,United States,Houston,Texas,77036,Central,Furniture,Tables,863.1279999999999,8,0.3,-160.29520000000008,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
4265,2016-11-05,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.563999999999999,3,0.8,-6.237000000000002,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
4266,2016-11-05,United States,Houston,Texas,77036,Central,Furniture,Bookcases,956.6647999999999,7,0.32,-225.09759999999991,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
4267,2016-11-05,United States,Houston,Texas,77036,Central,Office Supplies,Binders,12.587999999999997,3,0.8,-20.140800000000006,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
4268,2016-11-05,United States,Houston,Texas,77036,Central,Technology,Accessories,171.96,5,0.2,45.139500000000005,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
4269,2017-06-25,United States,Seattle,Washington,98115,West,Furniture,Tables,871.4,4,0.0,148.13799999999992,2017Q2,1.0,0.9077416111260633,6.859820621946943,Anna Andreadi
4270,2015-11-26,United States,Jackson,Tennessee,38301,South,Furniture,Furnishings,692.472,11,0.2,190.42980000000006,2015Q4,1.0,0.9134754052931862,6.39178984110409,Cassandra Brandow
4271,2016-11-24,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,207.76,4,0.0,85.1816,2016Q4,1.0,0.9273171427037991,6.831932034239802,Chuck Magee
4272,2017-07-21,United States,Murray,Utah,84107,West,Technology,Phones,71.92800000000001,9,0.2,6.293699999999998,2017Q3,1.0,0.851586634904452,6.6708425430062315,Anna Andreadi
4273,2017-07-21,United States,Murray,Utah,84107,West,Office Supplies,Art,25.99,1,0.0,7.537099999999999,2017Q3,1.0,0.851586634904452,6.6708425430062315,Anna Andreadi
4274,2015-10-23,United States,Seattle,Washington,98105,West,Office Supplies,Binders,3.5920000000000005,1,0.2,1.1224999999999996,2015Q4,1.0,0.9134754052931862,6.39178984110409,Anna Andreadi
4275,2015-07-09,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,48.63199999999999,2,0.8,-121.58000000000004,2015Q3,1.0,0.8997335601734171,6.303511687777753,Kelly Williams
4276,2017-08-18,United States,Seattle,Washington,98105,West,Office Supplies,Storage,323.1,2,0.0,61.38900000000001,2017Q3,1.0,0.851586634904452,6.6708425430062315,Anna Andreadi
4277,2016-04-16,United States,Lakewood,New Jersey,8701,East,Technology,Machines,9099.93,7,0.0,2365.9817999999996,2016Q2,1.0,0.885644638309327,6.534701323497689,Chuck Magee
4278,2016-04-16,United States,Lakewood,New Jersey,8701,East,Furniture,Furnishings,9.96,2,0.0,3.2867999999999995,2016Q2,1.0,0.885644638309327,6.534701323497689,Chuck Magee
4279,2016-04-16,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,25.299999999999997,5,0.0,11.890999999999998,2016Q2,1.0,0.885644638309327,6.534701323497689,Chuck Magee
4280,2014-11-14,United States,New York City,New York,10011,East,Office Supplies,Paper,11.36,2,0.0,5.225599999999999,2014Q4,1.0,0.8002615830550578,6.147208617199812,Chuck Magee
4281,2014-11-14,United States,New York City,New York,10011,East,Furniture,Chairs,69.264,2,0.1,14.62239999999999,2014Q4,1.0,0.8002615830550578,6.147208617199812,Chuck Magee
4282,2014-12-20,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,3.69,1,0.0,1.7343,2014Q4,1.0,0.8002615830550578,6.147208617199812,Kelly Williams
4283,2014-12-20,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,1103.97,3,0.0,496.78649999999993,2014Q4,1.0,0.8002615830550578,6.147208617199812,Kelly Williams
4284,2015-11-21,United States,Port Arthur,Texas,77642,Central,Furniture,Bookcases,246.13279999999997,2,0.32,-76.01159999999997,2015Q4,1.0,0.9134754052931862,6.39178984110409,Kelly Williams
4285,2015-11-21,United States,Port Arthur,Texas,77642,Central,Office Supplies,Labels,11.696,2,0.2,3.9473999999999996,2015Q4,1.0,0.9134754052931862,6.39178984110409,Kelly Williams
4286,2015-11-21,United States,Port Arthur,Texas,77642,Central,Technology,Copiers,439.992,1,0.2,164.997,2015Q4,1.0,0.9134754052931862,6.39178984110409,Kelly Williams
4287,2017-12-28,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,64.784,1,0.2,-12.956800000000005,2017Q4,1.0,0.8493925268664585,6.615411809126727,Cassandra Brandow
4288,2015-05-17,United States,Houston,Texas,77095,Central,Office Supplies,Binders,33.279999999999994,5,0.8,-49.92,2015Q2,1.0,0.9051672928378437,6.204053343478735,Kelly Williams
4289,2015-05-17,United States,Houston,Texas,77095,Central,Office Supplies,Paper,14.088000000000001,3,0.2,4.9308,2015Q2,1.0,0.9051672928378437,6.204053343478735,Kelly Williams
4290,2017-12-09,United States,Los Angeles,California,90004,West,Office Supplies,Art,11.16,2,0.0,2.789999999999999,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
4291,2017-12-09,United States,Los Angeles,California,90004,West,Furniture,Tables,896.328,9,0.2,22.408199999999994,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
4292,2017-12-09,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,189.0,1,0.0,68.03999999999999,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
4293,2017-03-10,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,53.982,3,0.4,-10.796399999999995,2017Q1,1.0,0.9392337106997731,6.8889940421963685,Chuck Magee
4294,2017-10-22,United States,Redmond,Oregon,97756,West,Furniture,Tables,177.225,5,0.5,-120.51299999999998,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
4295,2017-07-03,United States,Citrus Heights,California,95610,West,Furniture,Furnishings,129.39000000000001,3,0.0,54.34380000000001,2017Q3,1.0,0.851586634904452,6.6708425430062315,Anna Andreadi
4296,2017-09-04,United States,Los Angeles,California,90032,West,Office Supplies,Storage,54.32,4,0.0,0.5431999999999988,2017Q3,1.0,0.851586634904452,6.6708425430062315,Anna Andreadi
4297,2017-08-23,United States,Tallahassee,Florida,32303,South,Technology,Phones,4367.896000000001,13,0.2,327.59220000000005,2017Q3,1.0,0.851586634904452,6.6708425430062315,Cassandra Brandow
4298,2017-08-23,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,49.568000000000005,2,0.2,15.489999999999997,2017Q3,1.0,0.851586634904452,6.6708425430062315,Cassandra Brandow
4299,2017-08-23,United States,Tallahassee,Florida,32303,South,Office Supplies,Appliances,161.376,6,0.2,12.103199999999994,2017Q3,1.0,0.851586634904452,6.6708425430062315,Cassandra Brandow
4300,2017-08-23,United States,Tallahassee,Florida,32303,South,Furniture,Furnishings,2.7840000000000003,2,0.2,0.41759999999999986,2017Q3,1.0,0.851586634904452,6.6708425430062315,Cassandra Brandow
4301,2017-08-23,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,8.72,5,0.2,2.942999999999999,2017Q3,1.0,0.851586634904452,6.6708425430062315,Cassandra Brandow
4302,2014-08-22,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,3.912,1,0.2,1.0269000000000001,2014Q3,1.0,0.7547542679840827,6.165513471970506,Chuck Magee
4303,2016-10-04,United States,The Colony,Texas,75056,Central,Office Supplies,Envelopes,59.751999999999995,7,0.2,19.4194,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
4304,2014-10-26,United States,Seattle,Washington,98105,West,Furniture,Furnishings,63.92,4,0.0,3.195999999999998,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
4305,2014-10-26,United States,Seattle,Washington,98105,West,Technology,Phones,383.96000000000004,5,0.2,38.396000000000015,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
4306,2016-06-28,United States,Los Angeles,California,90032,West,Office Supplies,Binders,7.752000000000001,3,0.2,2.8101,2016Q2,1.0,0.885644638309327,6.534701323497689,Anna Andreadi
4307,2016-06-28,United States,Los Angeles,California,90032,West,Office Supplies,Binders,33.568000000000005,2,0.2,11.748799999999997,2016Q2,1.0,0.885644638309327,6.534701323497689,Anna Andreadi
4308,2014-11-04,United States,Los Angeles,California,90045,West,Technology,Phones,666.344,7,0.2,66.63439999999997,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
4309,2014-11-04,United States,Los Angeles,California,90045,West,Furniture,Tables,573.728,4,0.2,-64.54439999999997,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
4310,2014-11-04,United States,Los Angeles,California,90045,West,Office Supplies,Binders,21.936000000000003,3,0.2,8.225999999999999,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
4311,2014-11-04,United States,Los Angeles,California,90045,West,Office Supplies,Paper,19.44,3,0.0,9.3312,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
4312,2014-11-04,United States,Los Angeles,California,90045,West,Technology,Machines,447.9680000000001,4,0.2,139.98999999999995,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
4313,2014-09-08,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,16.78,2,0.0,4.195,2014Q3,1.0,0.7547542679840827,6.165513471970506,Chuck Magee
4314,2015-06-25,United States,Los Angeles,California,90045,West,Office Supplies,Art,20.96,2,0.0,5.24,2015Q2,1.0,0.9051672928378437,6.204053343478735,Anna Andreadi
4315,2015-06-25,United States,Los Angeles,California,90045,West,Office Supplies,Binders,88.752,3,0.2,27.734999999999996,2015Q2,1.0,0.9051672928378437,6.204053343478735,Anna Andreadi
4316,2015-06-25,United States,Los Angeles,California,90045,West,Office Supplies,Storage,304.23,3,0.0,9.126899999999992,2015Q2,1.0,0.9051672928378437,6.204053343478735,Anna Andreadi
4317,2015-07-26,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,167.86,2,0.0,78.8942,2015Q3,1.0,0.8997335601734171,6.303511687777753,Anna Andreadi
4318,2017-12-07,United States,Richmond,Virginia,23223,South,Furniture,Furnishings,82.38,6,0.0,25.537799999999997,2017Q4,1.0,0.8493925268664585,6.615411809126727,Cassandra Brandow
4319,2014-12-29,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,23.976000000000003,3,0.2,-5.694300000000001,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
4320,2014-12-29,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,33.29,1,0.0,7.989599999999999,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
4321,2015-02-14,United States,Akron,Ohio,44312,East,Office Supplies,Binders,14.952000000000004,2,0.7,-11.961599999999997,2015Q1,1.0,0.8889961572435575,6.236691207500815,Chuck Magee
4322,2015-02-14,United States,Akron,Ohio,44312,East,Technology,Phones,323.98199999999997,3,0.4,-80.99550000000002,2015Q1,1.0,0.8889961572435575,6.236691207500815,Chuck Magee
4323,2015-02-14,United States,Akron,Ohio,44312,East,Office Supplies,Binders,2.2860000000000005,2,0.7,-1.6763999999999997,2015Q1,1.0,0.8889961572435575,6.236691207500815,Chuck Magee
4324,2015-02-14,United States,Akron,Ohio,44312,East,Office Supplies,Art,14.352000000000002,3,0.2,0.8969999999999998,2015Q1,1.0,0.8889961572435575,6.236691207500815,Chuck Magee
4325,2015-02-14,United States,Akron,Ohio,44312,East,Technology,Accessories,71.976,3,0.2,0.8996999999999957,2015Q1,1.0,0.8889961572435575,6.236691207500815,Chuck Magee
4326,2016-01-25,United States,Plainfield,New Jersey,7060,East,Office Supplies,Art,9.209999999999999,3,0.0,2.3025,2016Q1,1.0,0.9076488442800359,6.543105970193733,Chuck Magee
4327,2016-01-25,United States,Plainfield,New Jersey,7060,East,Office Supplies,Paper,18.0,5,0.0,8.28,2016Q1,1.0,0.9076488442800359,6.543105970193733,Chuck Magee
4328,2017-04-01,United States,New York City,New York,10011,East,Office Supplies,Paper,42.92999999999999,9,0.0,19.318499999999997,2017Q2,1.0,0.9077416111260633,6.859820621946943,Chuck Magee
4329,2017-10-03,United States,Hialeah,Florida,33012,South,Office Supplies,Paper,15.552000000000003,3,0.2,5.4432,2017Q4,1.0,0.8493925268664585,6.615411809126727,Cassandra Brandow
4330,2017-10-03,United States,Hialeah,Florida,33012,South,Office Supplies,Appliances,17.92,5,0.2,1.12,2017Q4,1.0,0.8493925268664585,6.615411809126727,Cassandra Brandow
4331,2017-09-01,United States,Redmond,Washington,98052,West,Technology,Accessories,19.99,1,0.0,6.796599999999998,2017Q3,1.0,0.851586634904452,6.6708425430062315,Anna Andreadi
4332,2017-09-01,United States,Redmond,Washington,98052,West,Office Supplies,Binders,22.92,5,0.2,8.021999999999998,2017Q3,1.0,0.851586634904452,6.6708425430062315,Anna Andreadi
4333,2015-12-21,United States,Daytona Beach,Florida,32114,South,Technology,Accessories,50.88,6,0.2,14.628000000000005,2015Q4,1.0,0.9134754052931862,6.39178984110409,Cassandra Brandow
4334,2015-12-21,United States,Daytona Beach,Florida,32114,South,Office Supplies,Envelopes,27.312,2,0.2,9.2178,2015Q4,1.0,0.9134754052931862,6.39178984110409,Cassandra Brandow
4335,2015-12-20,United States,Bullhead City,Arizona,86442,West,Office Supplies,Envelopes,7.920000000000001,1,0.2,2.7719999999999994,2015Q4,1.0,0.9134754052931862,6.39178984110409,Anna Andreadi
4336,2015-12-20,United States,Bullhead City,Arizona,86442,West,Furniture,Furnishings,14.368000000000002,2,0.2,3.9512,2015Q4,1.0,0.9134754052931862,6.39178984110409,Anna Andreadi
4337,2015-11-27,United States,Los Angeles,California,90049,West,Technology,Accessories,107.97,3,0.0,22.6737,2015Q4,1.0,0.9134754052931862,6.39178984110409,Anna Andreadi
4338,2015-11-27,United States,Los Angeles,California,90049,West,Office Supplies,Paper,113.82,3,0.0,53.49539999999999,2015Q4,1.0,0.9134754052931862,6.39178984110409,Anna Andreadi
4339,2017-08-27,United States,Franklin,Tennessee,37064,South,Office Supplies,Paper,5.184000000000001,1,0.2,1.8144,2017Q3,1.0,0.851586634904452,6.6708425430062315,Cassandra Brandow
4340,2014-03-22,United States,Portage,Indiana,46368,Central,Office Supplies,Art,16.28,2,0.0,6.5120000000000005,2014Q1,1.0,0.7301742116794772,6.101728844531366,Kelly Williams
4341,2017-12-17,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,544.38,3,0.0,157.87019999999993,2017Q4,1.0,0.8493925268664585,6.615411809126727,Cassandra Brandow
4342,2017-03-19,United States,San Francisco,California,94110,West,Office Supplies,Binders,19.824,6,0.2,6.690599999999999,2017Q1,1.0,0.9392337106997731,6.8889940421963685,Anna Andreadi
4343,2017-03-19,United States,San Francisco,California,94110,West,Technology,Phones,657.504,6,0.2,-131.50080000000005,2017Q1,1.0,0.9392337106997731,6.8889940421963685,Anna Andreadi
4344,2017-03-19,United States,San Francisco,California,94110,West,Technology,Accessories,99.54,2,0.0,10.949399999999997,2017Q1,1.0,0.9392337106997731,6.8889940421963685,Anna Andreadi
4345,2017-03-19,United States,San Francisco,California,94110,West,Technology,Accessories,199.96,4,0.0,85.98280000000001,2017Q1,1.0,0.9392337106997731,6.8889940421963685,Anna Andreadi
4346,2016-09-18,United States,New Rochelle,New York,10801,East,Furniture,Chairs,631.782,2,0.1,140.39599999999993,2016Q3,1.0,0.895610625275113,6.665797106273357,Chuck Magee
4347,2016-09-18,United States,New Rochelle,New York,10801,East,Furniture,Furnishings,60.72,3,0.0,26.1096,2016Q3,1.0,0.895610625275113,6.665797106273357,Chuck Magee
4348,2017-11-24,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,20.724000000000004,2,0.7,-15.197599999999994,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
4349,2017-11-24,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,415.87200000000007,8,0.2,-41.587199999999996,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
4350,2017-04-11,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,16.768,2,0.2,1.4672,2017Q2,1.0,0.9077416111260633,6.859820621946943,Chuck Magee
4351,2017-04-11,United States,Lancaster,Ohio,43130,East,Technology,Accessories,27.12,2,0.2,-4.746000000000001,2017Q2,1.0,0.9077416111260633,6.859820621946943,Chuck Magee
4352,2017-12-10,United States,Stockton,California,95207,West,Technology,Phones,95.84,4,0.2,34.742,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
4353,2017-12-10,United States,Stockton,California,95207,West,Office Supplies,Paper,12.96,2,0.0,6.2208000000000006,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
4354,2017-11-24,United States,Asheville,North Carolina,28806,South,Office Supplies,Binders,19.008000000000003,8,0.7,-12.671999999999997,2017Q4,1.0,0.8493925268664585,6.615411809126727,Cassandra Brandow
4355,2015-12-04,United States,Clarksville,Tennessee,37042,South,Office Supplies,Binders,1598.0580000000002,7,0.7,-1065.3719999999998,2015Q4,1.0,0.9134754052931862,6.39178984110409,Cassandra Brandow
4356,2015-12-04,United States,Clarksville,Tennessee,37042,South,Office Supplies,Art,36.96,4,0.2,12.011999999999999,2015Q4,1.0,0.9134754052931862,6.39178984110409,Cassandra Brandow
4357,2017-12-11,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,10.368000000000002,2,0.2,3.6288,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
4358,2017-12-11,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,77.72000000000001,1,0.6,-66.062,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
4359,2017-12-11,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,520.4639999999999,2,0.3,-14.870399999999961,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
4360,2016-05-21,United States,Warwick,Rhode Island,2886,East,Office Supplies,Paper,111.96,2,0.0,54.8604,2016Q2,1.0,0.885644638309327,6.534701323497689,Chuck Magee
4361,2017-02-17,United States,Lafayette,Louisiana,70506,South,Technology,Phones,29.160000000000004,3,0.0,8.456399999999999,2017Q1,1.0,0.9392337106997731,6.8889940421963685,Cassandra Brandow
4362,2017-05-20,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,131.94,3,0.0,35.6238,2017Q2,1.0,0.9077416111260633,6.859820621946943,Kelly Williams
4363,2017-05-20,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,25.92,4,0.0,8.2944,2017Q2,1.0,0.9077416111260633,6.859820621946943,Kelly Williams
4364,2017-05-20,United States,Fargo,North Dakota,58103,Central,Office Supplies,Storage,704.76,4,0.0,162.09479999999996,2017Q2,1.0,0.9077416111260633,6.859820621946943,Kelly Williams
4365,2017-05-20,United States,Fargo,North Dakota,58103,Central,Office Supplies,Fasteners,7.41,3,0.0,3.4827000000000004,2017Q2,1.0,0.9077416111260633,6.859820621946943,Kelly Williams
4366,2017-05-20,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,21.5,10,0.0,7.094999999999998,2017Q2,1.0,0.9077416111260633,6.859820621946943,Kelly Williams
4367,2017-09-11,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,10.528,4,0.2,3.2899999999999996,2017Q3,1.0,0.851586634904452,6.6708425430062315,Kelly Williams
4368,2017-09-11,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,20.544000000000004,6,0.2,6.419999999999996,2017Q3,1.0,0.851586634904452,6.6708425430062315,Kelly Williams
4369,2016-11-05,United States,Lawrence,Indiana,46226,Central,Office Supplies,Binders,104.9,5,0.0,50.352,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
4370,2016-11-05,United States,Lawrence,Indiana,46226,Central,Office Supplies,Art,39.68,2,0.0,16.268800000000002,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
4371,2016-11-05,United States,Lawrence,Indiana,46226,Central,Office Supplies,Labels,51.75,5,0.0,24.84,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
4372,2017-07-23,United States,Elkhart,Indiana,46514,Central,Office Supplies,Art,11.68,2,0.0,5.489599999999999,2017Q3,1.0,0.851586634904452,6.6708425430062315,Kelly Williams
4373,2017-07-23,United States,Elkhart,Indiana,46514,Central,Technology,Accessories,159.75,5,0.0,11.182499999999997,2017Q3,1.0,0.851586634904452,6.6708425430062315,Kelly Williams
4374,2016-11-18,United States,Kent,Ohio,44240,East,Office Supplies,Appliances,103.96799999999999,6,0.2,16.894799999999996,2016Q4,1.0,0.9273171427037991,6.831932034239802,Chuck Magee
4375,2014-04-25,United States,San Gabriel,California,91776,West,Furniture,Furnishings,303.25,5,0.0,63.6825,2014Q2,1.0,0.7294087385180363,6.231477393648786,Anna Andreadi
4376,2014-04-25,United States,San Gabriel,California,91776,West,Office Supplies,Appliances,270.71999999999997,3,0.0,78.50879999999997,2014Q2,1.0,0.7294087385180363,6.231477393648786,Anna Andreadi
4377,2014-04-25,United States,San Gabriel,California,91776,West,Furniture,Chairs,1487.04,5,0.2,148.70400000000006,2014Q2,1.0,0.7294087385180363,6.231477393648786,Anna Andreadi
4378,2015-11-30,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,17.48,2,0.0,8.2156,2015Q4,1.0,0.9134754052931862,6.39178984110409,Cassandra Brandow
